GivenName	Latitude	Pounds	Birthday
Robert	3515.72	195.8	1969-02-27
Howard	3485.51	153.6	1969-02-28
Dennis	3020.76	174.9	1969-03-01
Frank	2598.88	233.6	1969-03-02
Ronald	3636.43	223.3	1969-03-03
Russell	3549.13	203.1	1969-03-04
Federico	3677.93	215.6	1969-03-05
Lisa	3734.30	156	1969-03-06
Minnie	3409.47	227.9	1969-03-07
Stacey	3229.25	216.9	1969-03-08
Anthony	3231.36	198.4	1969-03-09
Theresa	3031.10	195.4	1969-03-10
Michael	3401.79	138.2	1969-03-11
Sybil	3872.40	190.1	1969-03-12
Ruby	4070.65	173.4	1969-03-13
Betty	3734.94	121.2	1969-03-14
Jonathan	3712.66	185.2	1969-03-15
Margaret	3679.63	200.6	1969-03-16
Mary	3888.62	224.8	1969-03-17
Melissa	3995.11	167	1969-03-18
Felipe	3514.16	245.1	1969-03-19
Ella	3387.38	229.5	1969-03-20
Amanda	4093.28	172.9	1969-03-21
Sadie	3701.66	107.1	1969-03-22
John	4080.26	209.2	1969-03-23
Lisa	3783.83	134.6	1969-03-24
Jody	4071.96	197.1	1969-03-25
Michael	4134.88	243.8	1969-03-26
Gwendolyn	3885.98	158.8	1969-03-27
Robert	4231.64	199.8	1969-03-28
Michael	3478.28	210.5	1969-03-29
James	3891.65	169.6	1969-03-30
Laurie	3992.52	134.4	1969-03-31
Felix	3790.40	233.4	1969-04-01
Malka	3313.83	121.7	1969-04-02
Ethel	4050.39	161.3	1969-04-03
Ryan	3886.71	222.9	1969-04-04
Jacqueline	3140.92	139.5	1969-04-05
Rachel	3048.21	189.9	1969-04-06
Christina	4171.73	210.3	1969-04-07
Don	3774.60	148.3	1969-04-08
Robert	3962.86	182.2	1969-04-09
Katie	4110.34	130.2	1969-04-10
Lauretta	3987.39	147	1969-04-11
Sherry	4015.03	174.9	1969-04-12
Betty	3598.21	230.3	1969-04-13
Leonard	3857.67	203.3	1969-04-14
Joseph	4743.28	163.7	1969-04-15
Kim	3710.11	200.9	1969-04-16
Laura	4459.37	125.6	1969-04-17
Mattie	3974.14	147	1969-04-18
Patricia	3025.10	168.1	1969-04-19
Son	3395.44	164.6	1969-04-20
John	3391.63	144.8	1969-04-21
Doris	3465.36	217.4	1969-04-22
Kenneth	3270.46	186.6	1969-04-23
David	2963.67	141.7	1969-04-24
James	3909.57	233.9	1969-04-25
Alfredo	4297.28	145.6	1969-04-26
Theresa	4123.58	116.4	1969-04-27
Elizabeth	3153.79	180.6	1969-04-28
Jesse	3408.64	167.9	1969-04-29
Gabrielle	4296.31	167.6	1969-04-30
Robert	3880.31	207.5	1969-05-01
James	4008.41	170.7	1969-05-02
Dale	3395.82	187.9	1969-05-03
Paul	4042.50	207	1969-05-04
Juan	3015.25	181.3	1969-05-05
Sabrina	3626.62	107.8	1969-05-06
Joanne	4205.41	170.7	1969-05-07
Tommy	3162.24	240	1969-05-08
Carey	3606.67	179.3	1969-05-09
Richard	3672.37	242.9	1969-05-10
Cynthia	3818.88	190.1	1969-05-11
William	3367.83	201.5	1969-05-12
Trisha	3916.86	175.1	1969-05-13
Lee	3272.39	180.6	1969-05-14
Dolores	3867.51	197.8	1969-05-15
Diane	2623.68	119.9	1969-05-16
Richard	3890.69	225.9	1969-05-17
George	3902.37	195.4	1969-05-18
Stephen	3906.42	246	1969-05-19
Gregory	4147.64	231.4	1969-05-20
Erica	3365.25	208.3	1969-05-21
Adam	3615.76	224.8	1969-05-22
Michael	3952.40	177.3	1969-05-23
Mary	3901.76	147.4	1969-05-24
Marie	4756.46	117.3	1969-05-25
Lucille	2980.37	106.7	1969-05-26
Dennis	3037.64	186.8	1969-05-27
David	3786.03	188.3	1969-05-28
Mildred	3660.80	157.3	1969-05-29
Davida	4015.68	107.4	1969-05-30
Ruthann	3281.36	176.9	1969-05-31
Kenneth	3401.55	189	1969-06-01
Jose	3636.04	214.1	1969-06-02
Mary	3043.76	156	1969-06-03
Laura	3688.02	121.2	1969-06-04
Judith	4475.34	217.4	1969-06-05
Carson	3857.04	226.8	1969-06-06
Sandra	4194.38	128.7	1969-06-07
Kathleen	4071.57	110	1969-06-08
Chelsea	2948.18	172.3	1969-06-09
Jayne	4014.20	164.3	1969-06-10
Pam	4103.87	219.1	1969-06-11
Ronald	2992.57	161	1969-06-12
Evelyn	4083.45	125.6	1969-06-13
Louise	3278.46	151.4	1969-06-14
Vaughn	4066.98	214.1	1969-06-15
Michael	3409.62	243.5	1969-06-16
Charles	3853.03	242.4	1969-06-17
Edward	4366.21	135.1	1969-06-18
David	3694.09	189.4	1969-06-19
Phyllis	3689.76	191.2	1969-06-20
Mary	3014.83	174.5	1969-06-21
Nancy	4761.75	155.5	1969-06-22
Anthony	3386.99	214.3	1969-06-23
Timothy	3992.62	147.2	1969-06-24
Cory	4256.55	213	1969-06-25
Marsha	3394.23	134.2	1969-06-26
Rosemarie	4009.53	181.3	1969-06-27
Raymond	3614.21	181.3	1969-06-28
Marilyn	3407.72	132.9	1969-06-29
Harriet	3982.66	174	1969-06-30
Amanda	3941.32	198.9	1969-07-01
Shirley	2126.30	164.8	1969-07-02
Leslie	3893.06	119.2	1969-07-03
Jon	4020.05	230.1	1969-07-04
Scott	3927.98	205.3	1969-07-05
Virginia	3545.65	185.5	1969-07-06
Mark	4140.77	153.1	1969-07-07
Karen	4066.84	126.9	1969-07-08
Joseph	3072.68	231.9	1969-07-09
Douglas	3978.81	169.2	1969-07-10
Frankie	3990.98	243.5	1969-07-11
Rene	3409.27	221.5	1969-07-12
James	4099.75	233	1969-07-13
Michael	3354.41	218.7	1969-07-14
Tony	2961.54	218.5	1969-07-15
Esther	4226.43	157.1	1969-07-16
Myron	3900.86	176.7	1969-07-17
Maria	4302.50	205	1969-07-18
Gus	3515.02	170.1	1969-07-19
Jessica	3010.52	110.4	1969-07-20
Russell	3395.06	190.7	1969-07-21
Scott	3606.78	197.6	1969-07-22
Mildred	4187.11	163.9	1969-07-23
Jack	3887.41	150.3	1969-07-24
Bernadine	3622.89	188.1	1969-07-25
Anthony	4471.27	155.8	1969-07-26
Sharon	4287.46	172.3	1969-07-27
Rosalie	3254.81	172.7	1969-07-28
Lillian	4073.42	223.1	1969-07-29
Linda	3280.12	148.5	1969-07-30
Kyle	4749.34	167.9	1969-07-31
Marvin	2970.05	232.5	1969-08-01
Tabitha	4239.27	159.1	1969-08-02
Merilyn	4015.11	203.9	1969-08-03
Mary	3889.34	187	1969-08-04
Charlie	3029.97	143.4	1969-08-05
Tim	4191.05	201.1	1969-08-06
Jacob	3893.37	205	1969-08-07
Michael	3511.50	183	1969-08-08
Cheryl	3769.75	210.5	1969-08-09
Blaine	4248.00	221.3	1969-08-10
Herbert	4235.29	148.3	1969-08-11
Jerry	4144.04	227.9	1969-08-12
Timothy	3482.48	233.6	1969-08-13
Karen	4228.26	200.9	1969-08-14
Robert	4162.33	201.5	1969-08-15
Jefferson	3400.05	194.3	1969-08-16
David	2846.57	213.6	1969-08-17
Allen	4158.23	166.1	1969-08-18
Santiago	3727.92	153.8	1969-08-19
Jeff	3625.81	142.8	1969-08-20
Tracy	3759.75	185.5	1969-08-21
Susana	3599.18	119.7	1969-08-22
Maurice	4489.48	240	1969-08-23
Sadie	3636.27	180.8	1969-08-24
Inez	3395.38	178.6	1969-08-25
Michael	4813.84	172	1969-08-26
Angela	4121.11	181.7	1969-08-27
Margaret	4090.38	198	1969-08-28
Robert	3608.77	217.8	1969-08-29
Catherine	4338.74	190.1	1969-08-30
Garrett	3394.10	167	1969-08-31
Marisa	4151.15	126.3	1969-09-01
Judy	4268.81	216.9	1969-09-02
Scotty	3273.04	230.3	1969-09-03
Shane	3726.16	157.1	1969-09-04
Robert	2982.94	148.3	1969-09-05
Brian	4012.84	158.8	1969-09-06
Rebecca	3033.04	161.7	1969-09-07
Josephine	3891.26	114.4	1969-09-08
Michael	2856.06	165	1969-09-09
Mary	3592.96	210.5	1969-09-10
Micheal	3896.42	179.7	1969-09-11
Roger	4008.67	192.5	1969-09-12
Steven	4086.09	195.8	1969-09-13
Keith	2591.74	198.7	1969-09-14
James	4164.49	158.8	1969-09-15
Jane	3287.10	197.3	1969-09-16
Ann	4056.72	179.5	1969-09-17
Michael	3452.77	197.8	1969-09-18
Gertrude	3367.43	174.5	1969-09-19
James	4303.82	144.3	1969-09-20
Cecily	4288.25	196.9	1969-09-21
Louis	4015.81	223.3	1969-09-22
Michael	4217.94	167	1969-09-23
Jonathan	4221.01	197.6	1969-09-24
Larry	4062.27	190.7	1969-09-25
Donna	3723.42	146.7	1969-09-26
Timothy	3988.12	231.2	1969-09-27
Denise	3269.16	174.5	1969-09-28
Jane	4491.57	131.3	1969-09-29
Steve	4848.34	220.4	1969-09-30
Victor	3934.04	208.1	1969-10-01
Theresa	4308.79	203.1	1969-10-02
David	4385.56	232.1	1969-10-03
Luke	4082.91	201.1	1969-10-04
Michael	3580.75	181.9	1969-10-05
Ryan	4201.93	139.5	1969-10-06
Michael	2806.49	249.7	1969-10-07
Sena	2941.93	220.9	1969-10-08
Louis	4212.03	141	1969-10-09
Julie	2695.30	200	1969-10-10
Mary	3388.40	174.2	1969-10-11
Maureen	4076.02	154.4	1969-10-12
Tina	4294.58	115.1	1969-10-13
Francisco	2974.23	239.6	1969-10-14
Jeanette	4036.03	132.9	1969-10-15
Agnes	4101.26	192.1	1969-10-16
Brooke	3974.94	169.8	1969-10-17
David	3954.00	212.7	1969-10-18
Diane	3755.06	150.7	1969-10-19
Linda	4195.54	131.3	1969-10-20
Pamelia	3961.36	184.1	1969-10-21
Herb	3867.78	208.8	1969-10-22
Paul	4175.34	201.3	1969-10-23
Phil	4052.62	168.7	1969-10-24
Micheal	3818.84	198.4	1969-10-25
Toni	4657.23	159.1	1969-10-26
Kristy	3806.60	200	1969-10-27
Frank	2861.34	208.6	1969-10-28
Karen	3034.06	221.8	1969-10-29
Timothy	4201.92	205.3	1969-10-30
Theresa	4075.50	214.7	1969-10-31
Aaron	3288.19	141.9	1969-11-01
Jeffery	3281.00	232.8	1969-11-02
Joseph	4304.64	147.8	1969-11-03
Richard	3773.10	182.6	1969-11-04
Daniel	4084.99	222.6	1969-11-05
Roger	3376.86	234.1	1969-11-06
Meghan	4694.63	203.9	1969-11-07
Dorthy	4775.47	198	1969-11-08
Lisa	4224.27	222.4	1969-11-09
Manuel	3368.20	215.6	1969-11-10
Ashley	2983.45	180.4	1969-11-11
James	4125.74	240.5	1969-11-12
Gerald	4078.40	231	1969-11-13
Barry	4255.73	141.5	1969-11-14
Mary	4062.39	145.6	1969-11-15
Desiree	4127.96	165	1969-11-16
Jackson	4565.00	162.6	1969-11-17
Teresa	4054.42	186.8	1969-11-18
Warren	3575.11	141.7	1969-11-19
Mercedes	3585.63	219.3	1969-11-20
Larry	3528.44	181.7	1969-11-21
Ashley	3507.44	131.8	1969-11-22
Eliza	3914.31	148.5	1969-11-23
Walter	3964.10	251	1969-11-24
Travis	3599.61	154	1969-11-25
Margaret	3985.61	146.5	1969-11-26
Lori	4115.29	184.1	1969-11-27
Angela	4201.68	191.8	1969-11-28
Heather	3886.32	142.6	1969-11-29
Hoa	3860.46	139	1969-11-30
Deborah	4777.03	136.8	1969-12-01
Emily	4323.33	144.1	1969-12-02
Cary	3738.24	252.3	1969-12-03
Rosa	4265.49	227.5	1969-12-04
Micheal	2139.72	216.7	1969-12-05
Barbara	3336.39	230.1	1969-12-06
Raymond	3968.53	213.4	1969-12-07
Ebony	3898.36	142.3	1969-12-08
Yolanda	3294.29	196.7	1969-12-09
Heather	3011.68	113.7	1969-12-10
Richard	3384.57	180.6	1969-12-11
Jennifer	4283.22	160.8	1969-12-12
Rosa	3389.98	164.6	1969-12-13
Mary	4090.46	128.9	1969-12-14
Steven	4266.85	175.8	1969-12-15
Frederick	4082.65	228.1	1969-12-16
Jeanette	3399.83	158.4	1969-12-17
Ronald	3531.11	243.5	1969-12-18
Shaina	2584.42	187.7	1969-12-19
John	3915.91	184.6	1969-12-20
Charles	3868.24	166.3	1969-12-21
Corey	3558.86	166.1	1969-12-22
Alfred	3277.15	208.1	1969-12-23
Glayds	4146.29	132.7	1969-12-24
Nenita	2585.29	162.8	1969-12-25
Joe	3524.98	183.5	1969-12-26
Gail	4100.64	181.5	1969-12-27
William	3933.44	197.3	1969-12-28
Marjorie	3693.64	125.4	1969-12-29
Kelly	4067.24	215.8	1969-12-30
Carol	3761.80	152	1969-12-31
Sandra	4136.08	186.1	1970-01-01
James	4003.98	204.4	1970-01-02
Colleen	4381.30	168.5	1970-01-03
Sang	4289.33	172	1970-01-04
Elouise	2965.97	191.2	1970-01-05
Jennifer	3481.18	193.8	1970-01-06
Jonathan	4069.99	169.8	1970-01-07
Christie	4011.69	199.1	1970-01-08
Victor	2580.61	164.6	1970-01-09
Josiah	3664.22	170.9	1970-01-10
Leo	3938.65	198.2	1970-01-11
Melanie	3271.13	138.4	1970-01-12
Laura	4250.32	162.1	1970-01-13
Noel	3978.71	240.7	1970-01-14
James	3396.42	142.3	1970-01-15
Esther	4078.93	144.3	1970-01-16
Ronald	4304.36	249.7	1970-01-17
Bradley	4068.95	152	1970-01-18
Melissa	4190.95	137.1	1970-01-19
Samuel	4077.73	196.2	1970-01-20
Gerald	4139.86	176.4	1970-01-21
Rosalia	3808.61	108.2	1970-01-22
Benjamin	3366.60	215.8	1970-01-23
Juan	3382.79	197.3	1970-01-24
Barbara	4115.25	203.3	1970-01-25
Denise	3587.68	145.2	1970-01-26
Kenneth	3374.80	153.8	1970-01-27
Jonathan	3425.33	156	1970-01-28
Don	3314.75	141.5	1970-01-29
Stephen	3090.55	236.5	1970-01-30
Forrest	3718.31	230.8	1970-01-31
Cecelia	4228.07	189.9	1970-02-01
Katherine	3396.17	155.8	1970-02-02
Raphael	3424.67	181.5	1970-02-03
Daniel	2960.60	155.5	1970-02-04
Terry	4738.57	184.6	1970-02-05
John	3780.47	213.8	1970-02-06
Pauline	4038.21	178.6	1970-02-07
Edward	3397.31	211.4	1970-02-08
Milton	4148.57	173.6	1970-02-09
William	3480.58	143.9	1970-02-10
Bonnie	3990.13	146.3	1970-02-11
Jeffrey	4156.19	195.8	1970-02-12
Joy	4187.75	122.5	1970-02-13
Michael	4049.93	182.4	1970-02-14
Dorothy	3727.68	134	1970-02-15
Cindy	3523.64	159.9	1970-02-16
Mark	4655.04	190.1	1970-02-17
Larry	3530.89	157.3	1970-02-18
Michael	3029.79	145.6	1970-02-19
Steve	3404.51	240.7	1970-02-20
Rafael	4545.57	179.7	1970-02-21
Gary	3367.50	236.1	1970-02-22
Francis	3271.94	145.9	1970-02-23
Dalia	3294.58	118.8	1970-02-24
Randy	2815.97	219.8	1970-02-25
Ward	4261.23	156.6	1970-02-26
Helen	4096.81	111.8	1970-02-27
Tyrone	4018.49	176.4	1970-02-28
Jeffery	3177.22	205.7	1970-03-01
Robbie	3990.19	240.2	1970-03-02
Barbara	2962.07	133.8	1970-03-03
David	4292.48	226.6	1970-03-04
James	4065.02	167.2	1970-03-05
Chad	3622.99	158.8	1970-03-06
Eva	4170.63	111.3	1970-03-07
Marlon	3960.30	219.6	1970-03-08
Phyllis	4716.84	152.9	1970-03-09
Jane	4768.44	190.3	1970-03-10
Gennie	4758.82	135.3	1970-03-11
Bonnie	3410.41	113.5	1970-03-12
Chris	3405.21	213	1970-03-13
Kerry	3911.75	111.3	1970-03-14
Charles	3118.96	201.7	1970-03-15
Claire	4164.72	187.9	1970-03-16
Doris	3847.10	154.7	1970-03-17
Bruce	3471.37	142.3	1970-03-18
Ryan	4001.65	146.7	1970-03-19
Carlos	2786.90	167.4	1970-03-20
Dorothy	3399.38	179.3	1970-03-21
Mary	4714.79	164.8	1970-03-22
Yolanda	4104.48	110.9	1970-03-23
Anita	4332.16	211.6	1970-03-24
Debra	3422.15	98.8	1970-03-25
Odell	3033.07	181.9	1970-03-26
Paulette	3827.57	159.3	1970-03-27
Michael	3586.35	203.1	1970-03-28
James	4200.11	205.5	1970-03-29
John	4144.63	194.5	1970-03-30
Robert	3400.89	162.4	1970-03-31
Emma	3670.94	130.2	1970-04-01
Thomas	3980.65	213.2	1970-04-02
Edith	4065.92	227.5	1970-04-03
Richard	2977.20	144.3	1970-04-04
George	4691.85	176.4	1970-04-05
Kathy	3802.61	128.3	1970-04-06
Sandra	4685.67	208.6	1970-04-07
Shirley	3969.13	191.8	1970-04-08
Hilda	2592.29	166.5	1970-04-09
John	3994.55	198.7	1970-04-10
Aaron	4088.38	212.1	1970-04-11
Barbara	3509.76	141	1970-04-12
William	4256.03	143.4	1970-04-13
Rhonda	3857.44	173.1	1970-04-14
Mary	2630.89	217.8	1970-04-15
Edward	3806.32	176.9	1970-04-16
Genaro	3553.68	231.9	1970-04-17
Cyndi	3244.37	161	1970-04-18
Vickie	4146.44	159.1	1970-04-19
Richard	4129.86	137.3	1970-04-20
Jason	4073.75	148.1	1970-04-21
Tyrell	4190.09	157.5	1970-04-22
Anthony	3271.43	218.5	1970-04-23
Carl	4566.98	175.6	1970-04-24
Kimberly	4243.70	210.5	1970-04-25
Kristi	3387.19	147.8	1970-04-26
Michael	4226.23	210.1	1970-04-27
Judy	4015.99	117.5	1970-04-28
David	4751.57	224	1970-04-29
Lois	4552.14	161.9	1970-04-30
Ray	3470.13	206.8	1970-05-01
William	3039.43	127.4	1970-05-02
Barbara	3779.33	202.2	1970-05-03
Andrew	4247.99	249.5	1970-05-04
Gregg	4682.95	188.8	1970-05-05
Vernon	3480.93	223.5	1970-05-06
Jose	4236.46	233	1970-05-07
Daniel	4581.01	234.5	1970-05-08
John	4078.57	194.7	1970-05-09
Geneva	3970.40	132.4	1970-05-10
Judy	3967.53	121.9	1970-05-11
Sherman	3966.64	160.2	1970-05-12
Joanne	4311.88	178.4	1970-05-13
Waldo	3998.23	210.1	1970-05-14
Renetta	4113.19	206.1	1970-05-15
Antonio	3724.53	157.7	1970-05-16
Harry	3661.20	165.2	1970-05-17
Catherine	4088.92	146.7	1970-05-18
Nancy	4245.93	126.5	1970-05-19
Joann	3295.56	189.4	1970-05-20
Mary	2945.09	183.3	1970-05-21
Clarence	3958.29	241.6	1970-05-22
Sheila	4008.03	185.5	1970-05-23
Gary	4061.40	186.3	1970-05-24
Jenifer	2962.36	163.9	1970-05-25
Roy	4333.60	187.2	1970-05-26
Melvin	4114.85	159.5	1970-05-27
Phyllis	3123.92	145	1970-05-28
Alberto	3631.27	229.2	1970-05-29
David	3232.61	178.9	1970-05-30
Anna	3510.49	135.5	1970-05-31
James	4218.08	156.2	1970-06-01
Kendra	4307.78	188.3	1970-06-02
Bradley	3286.38	166.3	1970-06-03
Peggy	4163.43	151.1	1970-06-04
Chris	4415.21	200	1970-06-05
Larry	3975.90	162.6	1970-06-06
Aaron	4192.03	159.5	1970-06-07
Thomas	4282.77	222.6	1970-06-08
Denise	4265.45	180.8	1970-06-09
Adam	2573.20	218.2	1970-06-10
Susan	4132.18	224	1970-06-11
Karen	3908.15	147.8	1970-06-12
Patricia	3410.61	162.4	1970-06-13
June	3995.42	131.3	1970-06-14
Antonio	3033.87	161.9	1970-06-15
Edward	4180.35	250.4	1970-06-16
Michael	3902.23	172	1970-06-17
Eusebio	4240.85	226.4	1970-06-18
Sonya	4550.76	129.8	1970-06-19
Pamela	4177.00	154.9	1970-06-20
John	4764.53	194.3	1970-06-21
Susie	4129.07	216.3	1970-06-22
Edward	3895.87	162.6	1970-06-23
Katherine	3017.10	118.4	1970-06-24
Ardelle	3548.38	180.6	1970-06-25
Jason	3023.36	144.3	1970-06-26
Elizabeth	3056.07	143.7	1970-06-27
Harold	3129.12	173.4	1970-06-28
Larry	4455.42	178.4	1970-06-29
Gary	3900.92	218.7	1970-06-30
Barbara	3257.42	211.2	1970-07-01
Walter	3881.01	184.1	1970-07-02
Patrick	3000.69	154.7	1970-07-03
Joseph	3370.91	144.5	1970-07-04
Faye	3445.39	190.1	1970-07-05
Stephanie	3354.41	217.1	1970-07-06
Marian	3981.66	140.8	1970-07-07
Kurt	4309.83	182.8	1970-07-08
Joan	4174.22	203.5	1970-07-09
George	3026.59	207.5	1970-07-10
Richard	4437.59	137.9	1970-07-11
Delores	4550.06	147.6	1970-07-12
Kate	3574.34	203.9	1970-07-13
Anthony	3300.43	137.5	1970-07-14
Cheryl	4088.90	123.9	1970-07-15
Walter	4008.68	200.6	1970-07-16
Daniel	3038.84	230.3	1970-07-17
Chris	4544.31	200	1970-07-18
Julia	4249.27	164.8	1970-07-19
Angelo	4193.54	247.5	1970-07-20
Nicholas	3340.05	184.1	1970-07-21
Melissa	4266.66	110.4	1970-07-22
Elizabeth	3690.98	169.2	1970-07-23
Deborah	4403.38	210.5	1970-07-24
Julian	3263.61	189.2	1970-07-25
Susan	3849.36	145.2	1970-07-26
Kelvin	4178.54	172	1970-07-27
Michelle	3957.72	222.6	1970-07-28
Debra	4070.81	213.2	1970-07-29
Aaron	3378.24	233.9	1970-07-30
Melody	3589.89	200.9	1970-07-31
Hannah	3582.57	196.5	1970-08-01
Gregory	4247.29	211.6	1970-08-02
Ryann	4077.54	157.1	1970-08-03
Jerry	3235.52	244	1970-08-04
Ramona	3861.61	155.3	1970-08-05
Shirley	4081.63	225.1	1970-08-06
Michael	3946.16	222.2	1970-08-07
Steve	3592.72	201.1	1970-08-08
Samuel	4157.23	189.4	1970-08-09
Maxine	3223.23	214.7	1970-08-10
Carolin	2951.84	176	1970-08-11
Julia	4104.89	171.6	1970-08-12
James	3887.38	200.6	1970-08-13
Stephen	4313.89	233.6	1970-08-14
Lisa	4173.43	166.3	1970-08-15
Sheila	3374.60	127.2	1970-08-16
James	3060.60	201.5	1970-08-17
Esther	4280.38	197.1	1970-08-18
Christine	3421.44	135.5	1970-08-19
Evelyn	3411.65	177.5	1970-08-20
Brenda	3921.30	219.6	1970-08-21
Mary	4470.76	163.9	1970-08-22
Terry	4593.91	194.7	1970-08-23
Josephine	4577.93	202.4	1970-08-24
Jill	4234.50	176.4	1970-08-25
Lynn	4434.37	207.9	1970-08-26
Melisa	3036.02	191.8	1970-08-27
Ashley	3781.51	209.2	1970-08-28
Maurice	3885.44	243.1	1970-08-29
Richard	4072.27	146.3	1970-08-30
Bobby	3749.04	109.3	1970-08-31
Mary	3899.32	123.6	1970-09-01
Matthew	3028.19	234.7	1970-09-02
Philip	4307.13	147	1970-09-03
Sharon	4098.35	196	1970-09-04
Judith	2559.93	130	1970-09-05
John	3982.01	141.9	1970-09-06
Davis	3908.27	160.4	1970-09-07
Salvador	4131.95	241.3	1970-09-08
Daniel	3961.07	163	1970-09-09
Penny	4195.44	156	1970-09-10
Tina	4112.84	202.4	1970-09-11
Dennis	3350.79	161.3	1970-09-12
Roberta	3588.54	139.7	1970-09-13
Peggy	3405.00	226.6	1970-09-14
Johnny	3826.90	176.4	1970-09-15
Jasmin	4057.99	162.8	1970-09-16
Roberta	3612.44	127.6	1970-09-17
Harold	3157.12	225.7	1970-09-18
Brian	4186.68	213.4	1970-09-19
Steven	3418.76	144.3	1970-09-20
Patrick	3541.59	224.6	1970-09-21
Chuck	4137.39	175.1	1970-09-22
Troy	3129.05	187	1970-09-23
Alfonso	3282.52	225.1	1970-09-24
Donna	4108.74	191.4	1970-09-25
Angela	4171.02	130.5	1970-09-26
Richard	3738.14	234.7	1970-09-27
Traci	3575.32	149.2	1970-09-28
Kevin	3538.17	223.3	1970-09-29
Mark	3396.13	233.2	1970-09-30
Sharon	4004.24	204.4	1970-10-01
Lindsey	4210.74	137.5	1970-10-02
Curtis	4201.60	191.8	1970-10-03
Rhonda	3942.27	195.1	1970-10-04
Jessica	3283.36	194	1970-10-05
Irish	3528.42	161.5	1970-10-06
Patricia	4234.54	139.7	1970-10-07
Lee	4194.24	203.3	1970-10-08
Jeremy	3892.65	170.7	1970-10-09
Dale	4229.31	190.5	1970-10-10
Billy	4105.92	134.9	1970-10-11
Alicia	3503.17	123.2	1970-10-12
Jean	3003.68	112.6	1970-10-13
Stephanie	3861.50	123.6	1970-10-14
Brian	4425.88	153.1	1970-10-15
Alexander	4143.45	160.6	1970-10-16
Marvin	2673.29	217.6	1970-10-17
Mark	2624.58	210.8	1970-10-18
Ethel	2661.05	194.7	1970-10-19
Gary	3402.41	141.7	1970-10-20
Thelma	3898.00	197.1	1970-10-21
Jill	4187.00	226.2	1970-10-22
Ronald	3789.93	238.5	1970-10-23
Cynthia	3915.10	148.1	1970-10-24
Donald	3185.66	221.3	1970-10-25
Nathan	3414.51	143	1970-10-26
Julie	4257.59	138.8	1970-10-27
Lionel	3981.89	211.6	1970-10-28
Julie	3395.28	209.4	1970-10-29
Carolyn	3418.54	196	1970-10-30
Jeremy	4113.68	185.5	1970-10-31
Paul	3399.68	160.2	1970-11-01
David	3270.18	211.2	1970-11-02
Roberta	4345.31	133.3	1970-11-03
Charles	3361.39	156.9	1970-11-04
Maria	3670.93	162.6	1970-11-05
Mary	4167.03	148.9	1970-11-06
Ruth	4160.47	170.9	1970-11-07
Betty	3863.72	208.6	1970-11-08
Timothy	4121.21	235.8	1970-11-09
Edward	3520.41	224.8	1970-11-10
Stella	3376.11	169.2	1970-11-11
Gary	3892.13	202.2	1970-11-12
Micheal	3383.79	235.2	1970-11-13
Cesar	3500.87	205.7	1970-11-14
Shawn	4115.79	150	1970-11-15
Melissa	4152.91	150.3	1970-11-16
Frankie	3285.70	196.9	1970-11-17
Roslyn	4233.82	221.3	1970-11-18
Lupita	3674.12	141	1970-11-19
Christopher	3979.37	205.3	1970-11-20
Teri	4240.14	154.4	1970-11-21
Kevin	4220.32	164.1	1970-11-22
David	4503.64	134.9	1970-11-23
Tammy	4305.77	154.9	1970-11-24
Vicenta	2773.46	182.6	1970-11-25
Alfred	3944.52	201.5	1970-11-26
Stanley	4121.07	210.5	1970-11-27
Jeffrey	4106.21	144.1	1970-11-28
Michael	3035.32	200.6	1970-11-29
Vanessa	3280.17	165.4	1970-11-30
Donna	3112.29	191.2	1970-12-01
Bruce	4252.23	225.5	1970-12-02
Lewis	4128.34	203.9	1970-12-03
Richard	4326.99	145.6	1970-12-04
Daniel	3955.73	179.1	1970-12-05
Natalie	3309.02	180.6	1970-12-06
Louise	3643.50	163.7	1970-12-07
Trudy	3177.64	161	1970-12-08
Miriam	3422.49	198.9	1970-12-09
Robert	3803.18	159.1	1970-12-10
Ernest	2962.55	243.1	1970-12-11
Cindy	4297.26	112	1970-12-12
Alison	3769.46	194.9	1970-12-13
Deidra	4074.12	205.9	1970-12-14
John	4290.37	139.7	1970-12-15
Stephen	6750.30	156.6	1970-12-16
Mamie	4241.63	212.5	1970-12-17
Kimberly	3355.46	132.2	1970-12-18
Jeanne	4167.35	160.8	1970-12-19
James	4309.10	254.5	1970-12-20
Eva	2711.76	136.2	1970-12-21
Clifford	4738.79	220	1970-12-22
Jeremy	3829.74	156.4	1970-12-23
Bradley	3376.14	242.7	1970-12-24
John	4159.02	208.1	1970-12-25
Eugene	4127.19	239.4	1970-12-26
Ann	4149.98	181.1	1970-12-27
Philip	3352.70	194	1970-12-28
Daisy	4056.29	177.1	1970-12-29
Rosalie	3881.17	187.2	1970-12-30
Stephen	3178.36	177.8	1970-12-31
Eduardo	3864.27	214.3	1971-01-01
Lori	4249.73	124.5	1971-01-02
Carlo	3277.86	141.9	1971-01-03
Theresa	4133.12	153.6	1971-01-04
Rodolfo	2672.96	165.2	1971-01-05
Pamela	3987.11	143.2	1971-01-06
Israel	4179.32	249.3	1971-01-07
Ernesto	3996.81	126.1	1971-01-08
Leroy	4066.79	202	1971-01-09
Aaron	3308.03	149.6	1971-01-10
Kendall	3901.82	236.9	1971-01-11
Jaclyn	3414.95	144.8	1971-01-12
Herman	3969.19	191.4	1971-01-13
Irene	3809.15	132	1971-01-14
